company,address,location_phones,web_company
Citoinfotech Pvt Ltd,"  Address - 11/1, 3rd Cross, Nandidurga Road				        Bangalore / Bengaluru	                Karnataka , 560046	 (080) 42048584  42048585",www.citoinfotech.com,
Citrisys Solutions,  Address - 8 Second Avenue				  				  Sundar Nagar Ekkattuthangal,"				        Chennai	                Tamil Nadu , 600032	 (044) 42102050",citrisys.com
Citrix R&D India Pvt Ltd,"  Address - 33 Ulsoor Road				        Bangalore / Bengaluru	                Karnataka , 560042	 (080) 39541000",www.citrix.com,
City Eyez Online Marketing Pvt Ltd,"  Address - 2/1, Trikuta 8th A Main Road,Sampangiramnagar				        Bangalore / Bengaluru	                Karnataka , 560027	 (080) 9844403519  9901199772",www.cityeyez.co.in,
City Innovates Pvt Ltd,"  Address - Unit No. 58, Hartron Complex				  				  Electronic City, Udyog Vihar, Phase IV, Sec 18","				        Gurgaon/Gurugram	                Haryana , 122015	 (0124) 4236724  4010689",www.cityinnovates.com
City Multimedia And Solutions,"  Address - City Centre, 2nd Floor,				  				  Fort Road","				        Cannanore	                Kerala , 670001	 (0497) 2712135",www.cmsolutions.in
City Online Services Ltd,"  Address - 701, 7th Floor, Aditya Trade Center, Ameerpet				        Hyderabad	                Telangana , 500038	 (040) 66416882",www.cityonlines.com,
Citytech Software Pvt Ltd,"  Address - 15A Ramesh Mitra Road				        Kolkata	                West Bengal , 700025	 (033) 24851678",www.citytechcorp.com,
Civa Studios,"  Address - 1st Floor,'Shami Parna				  				  Beside Jain International School","				        Hubli	                Karnataka , 580029	 (0836) 4250460",www.civastudios.com
Civet Techno Solutions,"  Address - G29, TechnoHub, SEZ P.O, Kakkanad				        Kochi	                Kerala , 682037	 (0484) 9946397879",www.civettechnosolutions.com,
Civic Automation Solutions,"  Address - 25, 2nd Floor, 4th Cross, Sampige				  				  Road, Malleshwaram,","				        Bangalore / Bengaluru	                Karnataka , 560003	 (080) 9738163335",www.civicautomation.com
Civic Infotech,"  Address - 307 Anjani Complex, Nr. Choice Res				  				  Opp. Hotel Crown Plazza,  Swastik Cross Road, C.G.Road","				        Ahmedabad	                Gujarat , 380009	 (079) 26430409  26441850",www.civicinfotech.com
CK Birla Group,"  Address - 8th Floor, 25 Birla Tower,				  				  Barakhamba Road","				        New Delhi	                Delhi , 110001	 (011) 42092100",www.ckbirlagroup.com
CK Placement,"  Address - 302, Shree Shiv Dutta Soc				  				  Gaikwad House, Topiwala Wadi Station Rd Goregaon (W)","				        Mumbai	                Maharashtra , 400062	 (022) 64504670",
CL Infotech Pvt Ltd,"  Address - CLi House, 149, 14th MAIN				  				  4th Block, Koramangala","				        Bangalore / Bengaluru	                Karnataka , 560034	 (080) 41216877  9845190286",www.clinf.com
Clagtech Pvt Ltd,"  Address - B-1 /18 Sector-B Aliganj				        Lucknow	                Uttar Pradesh , 226024	 (0522) 4952523",www.clagtech.com,
Clairvoyance Technologies Pvt Ltd,"  Address - Opp. Bible House, Taxi Stand, Main Town				        Kohima	                Nagaland , 797001	 (0370) 2291161",www.clairtech.in,
Clairvoyant Mobile Solutions Pvt Ltd,"  Address - B-18 First Floor, Institutional Area, Near SPML Building, Sector 32, Gurgaon				        Gurgaon/Gurugram	                Haryana , 122001	 (0124) 8745010591  9716299451",www.clairvoyant.in,
Clamour Technologies Pvt Ltd,"  Address - C - 54, Ground Floor,				  				  Sector - 2,","				        Noida	                Uttar Pradesh , 201301	 (0120) 4115737",www.clamourtechnologies.com
Clarion Technologies Pvt Ltd,"  Address - Fourth Floor, Tower S - 4				  				  Magarpatta City, Hadapsar","				        Pune	                Maharashtra , 411028	 (020) 66009500",www.clariontechnologies.co.in
Clarisity Solutions Pvt Ltd,"  Address - 901, 9th Floor, B Wing, Supreme Business Park				  				  Hiranandani Gardens, Powai,","				        Mumbai	                Maharashtra , 400076	 (022) 40549999",www.clarisity.com
Claritaz TechLabs LLP,"  Address - No7, Ist Floor, 1st Main Road				  				  Bethel Nagar, Perungudi, IT Highway","				        Chennai	                Tamil Nadu , 600096	 (044) 9940630109    24961109",www.claritaz.com
Claritus Management Consulting Pvt Ltd,"  Address - A-27C, IInd Floor,  Sector 16				        Noida	                Uttar Pradesh , 201301	 (0120) 4274116",www.claritusconsulting.com,
Classic Informatics Pvt Ltd,"  Address - K - 258/635,636 Lane - 3, First Floor, Westend Marg				  				  Said-Ul-Ajaib","				        New Delhi	                Delhi , 110030	 (011) 29532317  29532493",www.classicinformatics.com
Clasticon Solutions Pvt Ltd,"  Address - 1A, Nirupa Palace P56, 6th Avenue, Anna Nagar				        Chennai	                Tamil Nadu , 600040	 (044) 26285025  9043981498",www.clasticon.com,
Clavib India,"  Address - 2nd Floor, Surya Towers, 105, Sardar Patel Road				        Secunderabad	                Telangana , 500003	 (040) 27893840  27893997",www.clavib.com,
ClayLogix India Pvt Ltd,"  Address - D-158 B, Okhla Industrial Area, Phase 1				        New Delhi	                Delhi , 110020	 (011) 66470001",www.claylogix.com,
CLC Bio India Pvt Ltd,"  Address - Door no 4-69-1, Ali Residency,				  				  Lawsons Bay Colony","				        Visakhapatnam	                Andhra Pradesh , 530017	 (0891) 8912733434",www.clcbio.com
,,,
Clearpath Technology Pvt Lltd,"  Address - Plot No 8, 2nd and 3rd floor Anshul Plaza				  				  Sec 10 Dwarka","				        New Delhi	                Delhi , 110075	 (011) 28080250",www.clearpathtechnology.com
ClearTrail Technologies Pvt Ltd,"  Address - SEZ Indore Unit-I, 4-B, STP-II, 3rd Floor, Crystal IT Park, Ring Road				        Indore	                Madhya Pradesh , 452001	 (0731) 4743600",www.clear-trail.com,
Clerisy Solutions,"  Address - SCF 33 FF, Phase VII Industrial Area				        Mohali	                Chandigarh , 160055	 (0172) 4017663",www.clerisysolutions.com,
ClewTech,"  Address - Street Number 4, Atika Industrial Area				  				  Bhakti Nagar","				        Rajkot	                Gujarat , 360002	 (0281) 2376289",www.clewtech.com
Click Labs,"  Address - Sector 28-B, Madhya Marg				        Chandigarh	                Chandigarh , 160047	 (0172) 2659902  8054518973",www.click-labs.com,
Clickable India Pvt Ltd,"  Address - 448-A, 2nd Floor, Enkay Square				        Gurgaon/Gurugram	                Haryana , 122001	 (0124) 4234437",www.clickable.com,
ClickFormula,  Address - 1-2-911/1/A				  				  Gaganmahal Road Domalguda Himayathnagar,"				        Hyderabad	                Telangana , 500029	 (040) 9908977798  9705009560",www.clickformula.com
ClickPoint Solution Pvt Ltd,"  Address - 5, MGR Complex, 1st Floor MGR Layout				  				  Mahadevapura Main Road","				        Bangalore / Bengaluru	                Karnataka , 560048	 (080) 9742274952",www.clickpointsolution.com
ClickSoftware India Pvt Ltd,"  Address - 5th Floor, Tower  A, DLF Phase 2, 8				  				  DLF Tower 8th Rd, Cyber City, Phase -II","				        Gurgaon/Gurugram	                Haryana , 122002	 (0124) 4947050",www.clicksoftware.com
Client Network Services India Pvt Ltd,"  Address - Spencer Plaza, 7th Floor				  				  709 Anna Salai,","				        Chennai	                Tamil Nadu , 600002	 (044) 43937500",www.cns-inc.com
ClientCurve Infosystems Pvt Ltd,"  Address - MJR Magnifique, 6th Floor,				  				  C Block, Raidurg, Gachibowli","				        Hyderabad	                Telangana , 500008	 (040) 46586900",www.clientcurve.com
Clients Code,  Address - Vijaya Bank Complex				  				  The Mall,"				        Kapurthala	                Punjab , 144601	 (01822) 09815047777",www.clientscode.com
Clinch Infotech Pvt Ltd,"  Address - Level 2, TVH Agnitio IT park, Old				  				  Mahabalipuram Rd, Perungudi","				        Chennai	                Tamil Nadu , 600096	 (044) 66023161",clinch-infotech.com
CliP Lab,"  Address - Unit F1 to F8, First Floor,Alpha Block,				  				  Sigma Softech Park, Varthur Kodi, Whitefields Main Road,","				        Bangalore / Bengaluru	                Karnataka , 560066	 (080) 67475800",cliplab.co.in
Clixxo Broadband Pvt Ltd,"  Address - Suite #10, 3rd Floor, Tower II				  				  Stellar IT Park, C-25, Sector-62","				        Noida	                Uttar Pradesh , 201301	 (0120) 4843450  8071872245",www.clixxo.co.in
Clobbersoft,"  Address - Mothinagar				        Hyderabad	                Telangana , 500018	 (040) 9618162223",www.clobbersoft.com,
Clock Soft Solutions Ltd,"  Address - A 152, A Block, Sector 63				        Noida	                Uttar Pradesh , 201301	 (0120) 6488779",www.clocksoftsolutions.com,
Clockwork Business Solutions Pvt Ltd,"  Address - AJ Towers, #509,1st floor,				  				  8th cross, west of Kanakapura road, Jayanagar 7th Block,","				        Bangalore / Bengaluru	                Karnataka , 560082	 (080) 26772026  26772022",www.clockwork.in
Clonect Solutions Pvt Ltd,"  Address - 73, Ground Floor, 17th Main, 3rd Cross,				  				  Near Kendriya Sadan, 2nd Block, Koramangala,","				        Bangalore / Bengaluru	                Karnataka , 560034	 (080) 40912427",www.clonect.com
Cloud Big Data Technologies,"  Address - Suite # 302,Ashok Asha Abode Towers Kimtee Mansion				  				  Road No. 12, Banjara Hills","				        Hyderabad	                Telangana , 500034	 (040) 9848406041",www.cloudbigd.com
Cloud Experts,"  Address - No 494, 2nd Floor,				  				  East End Main Road 9 Block, Jayanagar","				        Bangalore / Bengaluru	                Karnataka , 560078	 (080) 9591961422",www.cloudexpertsindia.com
Cloud Infotech Pvt Ltd,"  Address - Ground Floor G3,				  				  Dharampali Palace, Sector-27","				        Noida	                Uttar Pradesh , 201301	 (0120) 4119920  8802509617",cloudinfotech.co.in
Cloud Kinetics Technology Solutions Pvt. Ltd,"  Address - Unit #9, 2nd Floor, Technest				  				  Software Technology Park of India, 5, Rajeev Gandhi Salai, Taramani","				        Chennai	                Tamil Nadu , 600113	 (044) 39103617",www.cloud-kinetics.in
Cloud n Cloud Tech Ltd,"  Address - SCO. 162-164 Top Floor,				  				  Air India Building, Sector 34-A","				        Chandigarh	                Chandigarh , 160022	 (0172) 9356936891",www.cloudncloud.in
Cloud NextVision Systems LLP,"  Address - 302, A Wing ,Shoppers Orbit				  				  Alandi Road, Vishrantwadi,","				        Pune	                Maharashtra , 411015	 (020) 41202654",www.cloudnxtvision.com
Cloud Peermedia Technologies,"  Address - First Floor, Sharon VillA, No, 1				  				  Sabari Nagar, Porur","				        Chennai	                Tamil Nadu , 600116	 (044) 42803387",
Cloud18 Infotech Pvt Ltd,"  Address - Kamal Bhawan, Sindhu Nagar, Krishna Nagar				  				  Alambagh, Near Shasho Veer Mandir","				        Lucknow	                Uttar Pradesh , 226005	 (0522) 4002349",www.cloud18.com
Cloud9 e-biz Pvt Ltd,"  Address - 1/9, Shriram, Shanti Sadan, Karve Road,				  				  Erandwana, Kothrud","				        Pune	                Maharashtra , 411038	 (020) 25412068  25453598",cloud9ebiz.com
CloudAce Technologies,"  Address - B-19, 2nd floor, Indian Airlines Colony,				  				  Prakashnagar, Begumpet","				        Hyderabad	                Telangana , 500016	 (040) 9000798810  40000338",www.cloudace.in
CloudApps Software Pvt Ltd,"  Address - No.164, 9th Cross, Indiranagar 1st Stage				        Bangalore / Bengaluru	                Karnataka , 560038	 (080) 8861366878",www.cloudappsindia.in,
Cloudbuy,"  Address - Level 9 Platina Plot C-59, Block G				  				  Bandra Kurla Complex","				        Mumbai	                Maharashtra , 400051	 (022) 67000909",www.cloudbuy.com
CloudKaptan Consultancy Services Pvt Ltd,"  Address - Signet Tower  1303 College More				  				  DN-2, Sector V, Salt Lake","				        Kolkata	                West Bengal , 700091	 (033) 40657229",www.cloudkaptan.com
Cloudlogic Technologies Pvt Ltd,"  Address - No 27 & 28 Bajanai madam street,				  				  Ellaipillaichavady","				        Puducherry (Pondicherry)	                Tamil Nadu , 605005	 (0413) 9003968671",www.cloudlogic.tech
Cloudmantra (Trigya Technologies Pvt Ltd),"  Address - Bhakti Plaza, Aundh Rd, Aundh Gaon, Aundh				        Pune	                Maharashtra , 411007	 (020) 60500072",www.cloudmantra.net,
CloudNow Technologies Pvt Ltd,"  Address - Third Floor, 121, Dr Radha Krishnan Salai				  				  Thulukkanam Thottam, Mylapore","				        Chennai	                Tamil Nadu , 600004	 (044) 35352568",cloudnowtech.com
CloudSteer Technology Pvt Ltd,"  Address - A-64/1, Sushant Lok-I				        Gurgaon/Gurugram	                Haryana , 122002	 (0124) 4477811  4477822",www.cloudsteer.com,
Cloudstrats Consulting Pvt Ltd,"  Address - AA-57, Kailash Complex				  				  Hiranandani Link Road, Vikhroli","				        Mumbai	                Maharashtra , 400079	 (022) 42151818",www.cloudstrats.com
Cloudway Softech Pvt Ltd,"  Address - D-83 1st Floor Sector 6				        Noida	                Uttar Pradesh , 201301	 (0120) 4104601  09810734014",www.csplglobal.com,
CloudWise Technologies,"  Address - No.9, 6th cross road, 1A main road				  				  Gururaja Layout Marathahalli","				        Bangalore / Bengaluru	                Karnataka , 560037	 (080) 8123337979",cloudswise.com
Clove Technologies Pvt Ltd,"  Address - 1227, Road No.62A Jubilee Hills				        Hyderabad	                Telangana , 500016	 (040) 23607228",www.clovetech.com,
Clover Infotech Pvt Ltd,"  Address - 2nd Floor, Dhana Singh Processors				  				  Vazir Glass Lane, J.B. Nagar, Andheri(E)","				        Mumbai	                Maharashtra , 400059	 (022) 29261650",www.cloverinfotech.com
Cluster Infotech Pvt Ltd,"  Address - 403, 4th floor Nagasuri Plaza, Ameerpet				        Hyderabad	                Telangana , 500038	 (040) 66562903",,
Cluster Telecom Pvt Ltd,"  Address - 306, Skipper Corner, 88				  				  Nehru Place","				        New Delhi	                Delhi , 110088	 (011) 26420373  32983219",www.clustertele.com
